Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,B365CAHH,Last5HomeOver2.5Perc,HST,AST,HomeOver2.5Perc,AwayOver2.5Perc,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,MaxC<2.5,MaxC>2.5,AvgAwayGoalsConceded,AvgHomeGoalsScored,Over2.5
2023-05-07,F1,16:05,Lyon,Montpellier,H,A,2022/2023,60.0,1.91,60.0,8,6,57.89,57.89,2.2,2.0,1.6,1.6,2.53,1.64,1.74,1.84,1
2023-05-20,F1,16:00,Nantes,Montpellier,A,A,2022/2023,80.0,1.89,80.0,3,6,47.37,57.89,2.6,0.8,1.6,2.4,2.0,2.01,1.74,1.05,1
2023-06-03,F1,20:00,Reims,Montpellier,A,H,2022/2023,100.0,2.03,40.0,5,8,52.63,57.89,3.0,1.0,1.6,1.6,3.27,1.41,1.74,1.47,1
2023-08-19,F1,18:00,Lyon,Montpellier,A,A,2023/2024,100.0,1.94,100.0,3,8,58.82,58.82,4.0,1.0,1.0,4.0,2.7,1.53,1.47,1.47,1
2023-09-03,F1,14:00,Lille,Montpellier,H,H,2023/2024,50.0,1.92,0.0,6,5,52.94,58.82,2.0,1.5,1.0,0.0,2.28,1.74,1.47,2.0,0
2023-09-17,F1,14:00,Strasbourg,Montpellier,D,A,2023/2024,66.67,1.86,66.67,7,4,64.71,58.82,2.0,2.0,1.33,1.0,2.0,2.03,1.47,1.29,1
2023-10-01,F1,16:05,Lorient,Montpellier,A,A,2023/2024,75.0,1.93,75.0,3,8,64.71,58.82,2.25,1.75,1.0,1.75,2.1,1.98,1.47,1.53,1
2023-10-22,F1,14:00,Nantes,Montpellier,H,H,2023/2024,60.0,1.92,60.0,5,6,47.06,58.82,1.8,2.4,1.2,1.8,2.13,1.84,1.47,1.0,0
2023-11-03,F1,20:00,Paris SG,Montpellier,H,H,2023/2024,60.0,1.9,100.0,10,2,82.35,58.82,1.0,3.0,1.6,0.8,3.5,1.36,1.47,2.47,1
2023-12-03,F1,14:00,Monaco,Montpellier,H,H,2023/2024,60.0,1.99,40.0,9,4,52.94,58.82,1.0,1.8,1.8,0.8,2.59,1.62,1.47,1.76,0
2023-12-17,F1,14:00,Metz,Montpellier,A,A,2023/2024,40.0,1.88,20.0,4,3,52.94,58.82,0.8,0.6,1.4,0.8,1.82,2.24,1.47,1.0,0
2024-01-14,F1,14:00,Brest,Montpellier,H,D,2023/2024,20.0,2.09,60.0,9,4,29.41,58.82,0.2,2.4,1.8,0.8,1.9,2.1,1.47,1.47,0
2024-02-03,F1,16:00,Rennes,Montpellier,H,H,2023/2024,40.0,1.91,60.0,3,9,70.59,58.82,0.4,1.6,1.8,1.0,2.0,2.07,1.47,2.0,1
2024-02-25,F1,19:45,Marseille,Montpellier,H,H,2023/2024,40.0,1.89,60.0,6,4,52.94,58.82,0.6,2.0,2.0,1.2,2.2,1.8,1.47,1.82,1
2024-03-08,F1,20:00,Nice,Montpellier,A,A,2023/2024,60.0,2.03,40.0,5,2,35.29,58.82,1.0,1.2,1.8,1.0,2.08,1.93,1.47,1.24,1
2024-03-31,F1,14:00,Le Havre,Montpellier,A,D,2023/2024,60.0,2.05,40.0,3,5,47.06,58.82,1.2,1.0,1.8,1.2,1.8,2.18,1.47,1.06,0
2024-04-14,F1,14:00,Clermont,Montpellier,D,H,2023/2024,60.0,2.01,60.0,2,6,41.18,58.82,1.4,1.0,1.6,2.2,2.36,1.72,1.47,0.82,0
2024-04-21,F1,14:00,Reims,Montpellier,A,A,2023/2024,60.0,1.98,40.0,4,5,47.06,58.82,1.6,0.8,1.4,1.0,2.44,1.67,1.47,1.12,1
2024-05-03,F1,18:00,Toulouse,Montpellier,A,D,2023/2024,60.0,2.05,80.0,5,3,64.71,58.82,1.8,1.4,0.8,1.6,2.52,1.65,1.47,1.24,1
2024-05-19,F1,20:00,Lens,Montpellier,D,H,2023/2024,60.0,1.75,40.0,13,2,41.18,58.82,1.8,1.4,1.0,1.2,3.39,1.37,1.47,1.59,1
2024-08-23,F1,19:45,Paris SG,Montpellier,H,H,2024/2025,100.0,2.02,100.0,10,3,76.47,41.18,0.0,6.0,6.0,0.0,3.55,1.36,2.24,2.65,1
2024-09-15,F1,14:00,Rennes,Montpellier,H,H,2024/2025,100.0,1.9,100.0,6,4,47.06,41.18,0.0,3.0,4.5,0.0,2.88,1.52,2.24,1.47,1
2024-09-28,F1,20:00,Monaco,Montpellier,H,D,2024/2025,100.0,1.95,50.0,7,4,58.82,41.18,0.33,1.75,3.67,0.75,3.7,1.35,2.24,2.24,1
2024-10-06,F1,16:00,Reims,Montpellier,H,H,2024/2025,100.0,1.83,50.0,5,3,35.29,41.18,0.75,1.75,3.75,1.5,2.53,1.61,2.24,1.0,1
2024-11-03,F1,16:00,Le Havre,Montpellier,H,D,2024/2025,80.0,1.98,80.0,4,1,70.59,41.18,0.6,1.0,3.2,2.4,2.0,2.07,2.24,0.88,0
2024-11-23,F1,18:00,St Etienne,Montpellier,H,D,2024/2025,60.0,2.08,20.0,4,3,52.94,41.18,0.6,1.4,2.2,0.6,2.09,1.92,2.24,1.41,0
2024-12-08,F1,14:00,Lens,Montpellier,H,H,2024/2025,40.0,1.91,40.0,4,4,35.29,41.18,0.6,1.2,2.0,1.4,2.33,1.73,2.24,1.12,0
2025-01-04,F1,20:00,Lyon,Montpellier,H,D,2024/2025,20.0,1.97,40.0,2,6,64.71,41.18,0.4,2.0,1.8,0.6,3.58,1.38,2.24,2.18,0
2025-01-26,F1,16:15,Toulouse,Montpellier,A,D,2024/2025,20.0,1.88,60.0,6,4,47.06,41.18,0.4,1.4,1.2,1.0,2.17,1.82,2.24,1.18,1
2025-02-09,F1,16:15,Strasbourg,Montpellier,H,H,2024/2025,20.0,1.84,60.0,6,2,70.59,41.18,0.4,1.6,1.4,1.0,2.32,1.75,2.24,1.94,0
2025-02-23,F1,16:15,Nice,Montpellier,H,H,2024/2025,20.0,1.99,40.0,6,1,52.94,41.18,0.4,2.2,1.6,0.6,2.75,1.61,2.24,2.24,0
2025-03-08,F1,18:00,Lille,Montpellier,H,D,2024/2025,20.0,1.96,80.0,8,3,58.82,41.18,0.4,2.0,1.4,1.0,2.35,1.7,2.24,1.82,0
2025-03-30,F1,16:15,Auxerre,Montpellier,H,D,2024/2025,20.0,2.05,40.0,6,1,58.82,41.18,0.4,1.4,1.4,0.8,2.17,1.82,2.24,1.41,0
2025-04-13,F1,16:15,Angers,Montpellier,H,H,2024/2025,0.0,1.93,40.0,4,1,47.06,41.18,0.0,0.4,1.6,2.2,1.88,2.06,2.24,1.06,0
2025-04-19,F1,20:05,Marseille,Montpellier,H,H,2024/2025,20.0,1.91,60.0,8,1,64.71,41.18,0.2,3.0,2.2,1.0,3.5,1.35,2.24,2.41,1
2025-05-04,F1,16:15,Brest,Montpellier,H,H,2024/2025,20.0,2.0,40.0,5,1,52.94,41.18,0.2,1.2,2.0,0.8,2.55,1.61,2.24,1.82,0
2025-05-17,F1,20:00,Nantes,Montpellier,H,H,2024/2025,40.0,1.9,20.0,6,0,35.29,41.18,0.2,1.0,2.4,0.4,2.07,1.9,2.24,1.12,1
2022-08-07,F1,14:00,Angers,Nantes,D,D,2022/2023,0.0,1.85,0.0,6,4,73.68,47.37,0.0,0.0,0.0,0.0,1.76,2.24,1.53,1.05,0
2022-08-20,F1,20:00,Marseille,Nantes,H,D,2022/2023,50.0,1.89,100.0,5,3,68.42,47.37,0.5,3.0,1.0,1.0,2.21,1.82,1.53,1.84,1
2022-08-31,F1,18:00,Strasbourg,Nantes,D,H,2022/2023,33.33,1.82,33.33,2,3,52.63,47.37,0.67,1.0,1.0,1.33,1.97,1.99,1.53,1.32,0
2022-09-11,F1,14:00,Lorient,Nantes,H,D,2022/2023,50.0,2.14,100.0,5,4,63.16,47.37,1.0,2.67,1.5,1.33,1.86,2.13,1.53,1.37,1
2022-10-02,F1,16:05,Monaco,Nantes,H,H,2022/2023,60.0,1.86,80.0,6,2,68.42,47.37,1.0,2.0,2.0,2.2,2.66,1.63,1.53,1.95,1
2022-10-09,F1,16:05,Rennes,Nantes,H,H,2022/2023,80.0,1.83,80.0,4,3,68.42,47.37,1.0,2.6,2.6,0.6,2.26,1.79,1.53,2.26,1
2022-10-23,F1,16:05,Nice,Nantes,D,D,2022/2023,60.0,2.1,40.0,5,4,36.84,47.37,1.0,0.8,2.4,1.6,1.81,2.23,1.53,1.26,0
2022-11-06,F1,14:00,Reims,Nantes,H,D,2022/2023,60.0,1.9,40.0,9,5,52.63,47.37,0.8,0.8,2.4,1.0,1.91,2.03,1.53,1.47,0
2022-12-28,F1,14:00,Troyes,Nantes,D,D,2022/2023,40.0,2.02,40.0,2,5,42.11,47.37,0.4,1.2,1.8,1.2,2.06,1.92,1.53,1.0,0
2023-01-15,F1,14:00,Montpellier,Nantes,A,A,2022/2023,40.0,2.1,60.0,5,7,68.42,47.37,0.8,0.6,1.0,2.0,1.9,2.13,1.53,1.53,1
2023-01-29,F1,14:00,Clermont,Nantes,D,D,2022/2023,20.0,2.11,40.0,0,0,47.37,47.37,0.8,0.8,0.4,1.4,1.69,2.42,1.53,1.05,0
2023-02-05,F1,14:00,Ajaccio,Nantes,A,D,2022/2023,20.0,1.7,20.0,2,3,36.84,47.37,1.0,1.0,0.2,1.4,1.49,3.0,1.53,0.53,0
2023-02-19,F1,16:05,Lens,Nantes,H,H,2022/2023,40.0,1.8,60.0,6,3,68.42,47.37,1.2,1.8,0.6,0.8,1.9,2.08,1.53,2.16,1
2023-03-04,F1,20:00,Paris SG,Nantes,H,D,2022/2023,60.0,1.94,60.0,11,5,63.16,47.37,1.6,2.6,1.4,1.4,2.63,1.59,1.53,2.37,1
2023-03-17,F1,20:00,Lyon,Nantes,D,D,2022/2023,40.0,2.11,40.0,6,5,57.89,47.37,1.2,0.8,1.6,0.8,2.25,1.81,1.53,1.84,0
2023-04-16,F1,14:00,Auxerre,Nantes,H,H,2022/2023,60.0,1.95,40.0,7,7,42.11,47.37,1.4,1.0,2.0,0.4,1.55,2.79,1.53,0.95,1
2023-05-03,F1,20:00,Brest,Nantes,H,H,2022/2023,60.0,2.13,60.0,4,5,52.63,47.37,1.0,1.6,2.4,1.0,1.84,2.47,1.53,1.26,0
2023-05-14,F1,14:00,Toulouse,Nantes,D,D,2022/2023,40.0,1.98,20.0,6,1,47.37,47.37,0.8,0.2,1.8,1.2,2.26,1.81,1.53,1.42,0
2023-05-27,F1,20:00,Lille,Nantes,H,A,2022/2023,40.0,2.01,100.0,2,3,68.42,47.37,0.6,2.4,1.4,0.8,2.33,1.82,1.53,2.11,1
2023-08-20,F1,12:00,Lille,Nantes,H,D,2023/2024,0.0,2.04,0.0,8,4,52.94,47.06,0.0,2.0,2.0,0.0,2.35,1.7,1.47,2.0,0
2023-09-17,F1,14:00,Clermont,Nantes,A,D,2023/2024,0.0,1.88,33.33,3,5,41.18,47.06,0.5,0.67,1.0,2.0,2.03,2.05,1.47,0.82,0
2023-10-01,F1,19:45,Rennes,Nantes,H,D,2023/2024,33.33,2.1,100.0,5,3,70.59,47.06,0.67,3.0,1.67,1.5,2.1,1.94,1.47,2.0,1
2023-10-06,F1,20:00,Strasbourg,Nantes,A,D,2023/2024,50.0,1.98,60.0,3,7,64.71,47.06,1.0,1.4,1.5,1.2,1.74,2.32,1.47,1.29,1
2023-10-28,F1,20:00,Lens,Nantes,H,H,2023/2024,60.0,2.04,40.0,7,1,41.18,47.06,0.8,1.6,2.0,0.8,2.23,1.82,1.47,1.59,1
2023-11-12,F1,14:00,Metz,Nantes,H,H,2023/2024,80.0,1.94,40.0,4,3,52.94,47.06,1.0,1.0,2.2,1.0,1.78,2.33,1.47,1.0,1
2023-12-09,F1,20:00,Paris SG,Nantes,H,H,2023/2024,100.0,2.03,100.0,6,4,82.35,47.06,1.0,3.4,2.6,0.6,3.5,1.45,1.47,2.47,1
2023-12-20,F1,20:00,Lyon,Nantes,H,D,2023/2024,80.0,1.95,40.0,7,0,58.82,47.06,0.8,1.2,2.2,1.0,1.95,2.02,1.47,1.47,0
2024-01-28,F1,14:00,Reims,Nantes,D,D,2023/2024,60.0,2.0,40.0,1,5,47.06,47.06,0.4,0.8,2.0,0.8,1.89,2.13,1.47,1.12,0
2024-02-11,F1,14:00,Toulouse,Nantes,A,A,2023/2024,60.0,1.75,40.0,3,2,64.71,47.06,0.8,0.6,1.4,1.4,1.88,2.13,1.47,1.24,1
2024-02-24,F1,16:00,Lorient,Nantes,A,D,2023/2024,40.0,2.13,60.0,1,6,64.71,47.06,0.8,1.6,0.8,2.0,1.68,2.51,1.47,1.53,0
2024-03-10,F1,19:45,Marseille,Nantes,H,H,2023/2024,20.0,1.86,40.0,4,3,52.94,47.06,0.6,2.0,0.8,1.0,1.88,2.09,1.47,1.82,0
2024-03-31,F1,14:00,Nice,Nantes,A,A,2023/2024,40.0,2.11,60.0,3,4,35.29,47.06,1.0,1.0,0.8,1.4,1.63,2.47,1.47,1.24,1
2024-04-14,F1,12:00,Le Havre,Nantes,A,D,2023/2024,40.0,2.13,20.0,1,4,47.06,47.06,1.2,0.4,0.8,1.2,1.51,2.85,1.47,1.06,0
2024-04-26,F1,20:00,Montpellier,Nantes,D,D,2023/2024,20.0,2.09,60.0,1,5,47.06,47.06,1.0,2.0,0.8,1.8,2.05,2.02,1.47,1.18,0
2024-05-04,F1,20:00,Brest,Nantes,D,D,2023/2024,20.0,1.98,20.0,2,1,29.41,47.06,0.8,1.2,0.8,1.2,1.81,2.2,1.47,1.47,0
2024-05-19,F1,20:00,Monaco,Nantes,H,H,2023/2024,40.0,1.93,60.0,6,3,52.94,47.06,0.8,2.4,1.2,0.6,3.33,1.42,1.47,1.76,1
2024-08-18,F1,16:00,Toulouse,Nantes,D,D,2024/2025,0.0,1.84,0.0,3,2,47.06,52.94,0.0,0.0,0.0,0.0,1.79,2.25,2.0,1.18,0
2024-08-31,F1,18:00,Montpellier,Nantes,A,A,2024/2025,50.0,2.0,50.0,5,5,70.59,52.94,1.5,1.0,0.5,2.0,2.06,1.9,2.0,1.0,1
2024-09-22,F1,16:00,Angers,Nantes,D,D,2024/2025,33.33,1.73,33.33,1,3,47.06,52.94,1.33,0.67,0.67,2.0,1.67,2.39,2.0,1.06,0
2024-10-06,F1,14:00,Lyon,Nantes,H,H,2024/2025,25.0,1.85,50.0,6,6,64.71,52.94,1.0,2.0,1.0,2.0,2.3,1.75,2.0,2.18,0
2024-10-27,F1,16:00,Strasbourg,Nantes,H,H,2024/2025,40.0,2.0,60.0,5,6,70.59,52.94,1.0,2.0,1.4,1.0,1.96,1.99,2.0,1.94,1
2024-11-09,F1,18:00,Lens,Nantes,H,D,2024/2025,60.0,1.82,20.0,3,3,35.29,52.94,1.4,1.0,2.0,0.8,1.79,2.16,2.0,1.12,1
2024-11-30,F1,20:00,Paris SG,Nantes,D,D,2024/2025,40.0,1.78,60.0,10,2,76.47,52.94,1.0,2.4,2.0,0.8,3.05,1.52,2.0,2.65,0
2024-12-15,F1,16:00,Brest,Nantes,H,H,2024/2025,60.0,1.95,40.0,8,7,52.94,52.94,1.0,2.0,2.6,0.8,1.65,2.55,2.0,1.82,1
2025-01-04,F1,18:00,Lille,Nantes,D,H,2024/2025,60.0,1.88,40.0,3,2,58.82,52.94,1.2,1.6,2.4,0.8,2.0,2.02,2.0,1.82,0
2025-01-19,F1,14:00,St Etienne,Nantes,D,A,2024/2025,40.0,1.73,20.0,2,4,52.94,52.94,1.2,1.4,2.0,0.8,1.87,2.14,2.0,1.41,0
2025-02-02,F1,16:15,Reims,Nantes,A,D,2024/2025,40.0,1.96,40.0,2,6,35.29,52.94,1.2,0.8,1.6,1.8,1.71,2.38,2.0,1.0,1
2025-02-15,F1,18:00,Monaco,Nantes,H,H,2024/2025,60.0,1.84,80.0,11,2,58.82,52.94,1.2,3.6,2.8,1.8,2.47,1.62,2.0,2.24,1
2025-03-02,F1,19:45,Marseille,Nantes,H,D,2024/2025,40.0,1.99,60.0,5,2,64.71,52.94,1.0,3.2,2.4,1.0,2.5,1.61,2.0,2.41,0
2025-03-30,F1,16:15,Le Havre,Nantes,H,H,2024/2025,60.0,1.7,60.0,5,2,70.59,52.94,1.2,1.2,2.8,2.2,1.71,2.35,2.0,0.88,1
2025-04-04,F1,19:45,Nice,Nantes,A,A,2024/2025,80.0,1.81,20.0,9,4,52.94,52.94,1.4,1.2,2.8,1.0,2.25,1.74,2.0,2.24,1
2025-04-18,F1,19:45,Rennes,Nantes,H,H,2024/2025,80.0,1.89,40.0,5,1,47.06,52.94,1.2,0.8,3.0,1.6,2.04,1.92,2.0,1.47,1
2025-05-10,F1,20:00,Auxerre,Nantes,D,H,2024/2025,60.0,2.01,40.0,3,2,58.82,52.94,1.2,0.8,1.8,1.4,1.88,2.13,2.0,1.41,0
2022-08-07,F1,12:00,Toulouse,Nice,D,H,2022/2023,0.0,1.81,0.0,4,4,47.37,42.11,1.0,1.0,1.0,1.0,1.94,2.04,1.0,1.42,0
2022-08-21,F1,14:00,Clermont,Nice,H,H,2022/2023,0.0,2.09,50.0,2,4,47.37,42.11,0.5,0.5,1.0,2.5,1.9,2.06,1.0,1.05,0
2022-08-31,F1,20:00,Lille,Nice,A,A,2022/2023,33.33,2.05,100.0,6,2,68.42,42.11,1.0,2.0,1.0,3.33,2.02,2.05,1.0,2.11,1
2022-09-11,F1,14:00,Ajaccio,Nice,A,D,2022/2023,25.0,1.88,25.0,3,3,36.84,42.11,1.0,0.25,0.75,1.25,1.61,2.61,1.0,0.53,0
2022-10-01,F1,20:00,Paris SG,Nice,H,H,2022/2023,40.0,2.02,50.0,4,1,63.16,42.11,1.0,2.25,1.0,1.0,3.22,1.42,1.0,2.37,1
2022-10-16,F1,14:00,Auxerre,Nice,D,D,2022/2023,40.0,2.06,20.0,3,2,42.11,42.11,1.0,0.8,1.0,1.4,1.86,2.24,1.0,0.95,0
2022-10-30,F1,16:05,Lorient,Nice,A,H,2022/2023,60.0,1.97,80.0,8,5,63.16,42.11,1.4,1.8,1.0,1.2,1.76,2.33,1.0,1.37,1
2022-11-11,F1,20:00,Lyon,Nice,D,A,2022/2023,40.0,2.01,20.0,3,3,57.89,42.11,1.2,1.6,1.0,0.6,2.0,2.01,1.0,1.84,0
2023-01-02,F1,20:00,Rennes,Nice,H,D,2022/2023,60.0,1.87,100.0,5,3,68.42,42.11,1.2,2.6,1.4,0.8,1.97,2.15,1.0,2.26,1
2023-01-15,F1,14:00,Reims,Nice,D,D,2022/2023,40.0,2.1,40.0,2,4,52.63,42.11,1.0,1.2,1.0,0.4,1.79,2.24,1.0,1.47,0
2023-02-01,F1,20:00,Lens,Nice,A,D,2022/2023,40.0,2.05,60.0,4,6,68.42,42.11,1.0,1.8,0.8,0.6,1.77,2.28,1.0,2.16,0
2023-02-05,F1,19:45,Marseille,Nice,A,A,2022/2023,40.0,1.89,60.0,5,8,68.42,42.11,1.2,2.4,0.8,1.2,1.93,2.01,1.0,1.84,1
2023-02-26,F1,16:05,Monaco,Nice,A,A,2022/2023,60.0,2.02,80.0,4,7,68.42,42.11,1.6,2.8,0.6,1.4,1.91,2.11,1.0,1.95,1
2023-03-12,F1,14:00,Nantes,Nice,D,D,2022/2023,60.0,2.03,20.0,3,8,47.37,42.11,1.8,0.6,0.6,1.0,1.66,2.52,1.0,1.05,1
2023-04-02,F1,14:00,Angers,Nice,D,D,2022/2023,60.0,2.1,40.0,6,3,73.68,42.11,2.0,0.8,0.8,1.8,1.86,2.13,1.0,1.05,0
2023-04-16,F1,14:00,Brest,Nice,H,H,2022/2023,60.0,1.83,60.0,3,6,52.63,42.11,1.8,1.4,1.0,1.2,1.75,2.31,1.0,1.26,0
2023-04-30,F1,14:00,Troyes,Nice,A,A,2022/2023,40.0,2.09,40.0,6,13,42.11,42.11,1.4,0.8,0.8,1.6,2.17,1.9,1.0,1.0,0
2023-05-13,F1,16:00,Strasbourg,Nice,H,H,2022/2023,20.0,1.79,40.0,3,4,52.63,42.11,0.8,1.6,1.2,0.8,2.03,2.01,1.0,1.32,0
2023-05-27,F1,20:00,Montpellier,Nice,A,H,2022/2023,20.0,2.1,60.0,8,15,68.42,42.11,1.0,1.4,1.2,1.4,2.23,1.78,1.0,1.53,1
2023-08-20,F1,14:00,Lorient,Nice,D,D,2023/2024,0.0,1.93,0.0,2,8,64.71,41.18,1.0,1.0,1.0,1.0,1.81,2.25,1.06,1.53,0
2023-09-15,F1,20:00,Paris SG,Nice,A,D,2023/2024,50.0,2.08,66.67,3,8,82.35,41.18,2.0,1.67,1.5,1.33,2.63,1.66,1.06,2.47,1
2023-09-22,F1,20:00,Monaco,Nice,A,D,2023/2024,33.33,2.13,66.67,3,7,52.94,41.18,1.67,2.0,1.0,0.33,2.32,1.78,1.06,1.76,0
2023-10-07,F1,16:00,Metz,Nice,A,A,2023/2024,25.0,1.87,50.0,3,4,52.94,41.18,1.5,1.0,0.75,1.5,1.9,2.05,1.06,1.0,0
2023-10-27,F1,20:00,Clermont,Nice,A,D,2023/2024,20.0,1.7,20.0,3,5,41.18,41.18,1.4,0.4,0.6,1.4,1.7,2.41,1.06,0.82,0
2023-11-10,F1,20:00,Montpellier,Nice,D,D,2023/2024,20.0,2.06,60.0,1,4,47.06,41.18,1.2,1.2,0.4,1.0,1.86,2.25,1.06,1.18,0
2023-12-02,F1,20:00,Nantes,Nice,H,H,2023/2024,0.0,2.07,20.0,4,6,47.06,41.18,0.6,1.6,0.2,0.8,1.74,2.45,1.06,1.0,0
2023-12-16,F1,16:00,Le Havre,Nice,H,H,2023/2024,20.0,2.11,20.0,5,6,47.06,41.18,0.6,0.6,0.8,1.0,1.52,2.86,1.06,1.06,1
2024-01-13,F1,20:00,Rennes,Nice,H,H,2023/2024,20.0,2.13,40.0,5,2,70.59,41.18,0.4,1.4,1.2,1.0,1.69,2.39,1.06,2.0,0
2024-02-04,F1,16:05,Brest,Nice,D,D,2023/2024,20.0,1.98,40.0,2,1,29.41,41.18,0.2,2.0,1.2,0.2,1.49,3.1,1.06,1.47,0
2024-02-16,F1,20:00,Lyon,Nice,H,H,2023/2024,20.0,1.98,40.0,1,6,58.82,41.18,0.2,1.6,1.4,0.6,1.72,2.33,1.06,1.47,0
2024-03-03,F1,12:00,Toulouse,Nice,H,A,2023/2024,40.0,2.02,80.0,6,6,64.71,41.18,0.4,1.4,1.6,1.6,1.72,2.36,1.06,1.24,1
2024-03-16,F1,20:00,Lens,Nice,A,A,2023/2024,40.0,1.99,60.0,4,3,41.18,41.18,0.8,1.4,1.2,1.8,1.89,2.19,1.06,1.59,1
2024-04-07,F1,14:00,Reims,Nice,D,D,2023/2024,40.0,1.93,40.0,3,3,47.06,41.18,0.8,1.0,0.8,1.2,1.78,2.2,1.06,1.12,0
2024-04-24,F1,20:00,Marseille,Nice,D,D,2023/2024,60.0,1.93,40.0,4,4,52.94,41.18,1.2,1.8,1.2,1.2,1.7,2.38,1.06,1.82,1
2024-04-28,F1,14:00,Strasbourg,Nice,A,D,2023/2024,80.0,1.98,60.0,5,4,64.71,41.18,1.8,1.2,1.2,1.6,1.75,2.35,1.06,1.29,1
2024-05-19,F1,20:00,Lille,Nice,D,A,2023/2024,80.0,1.78,80.0,3,4,52.94,41.18,2.0,2.2,1.2,1.6,2.31,1.72,1.06,2.0,1
2024-08-18,F1,14:00,Auxerre,Nice,H,D,2024/2025,100.0,1.82,100.0,7,2,58.82,64.71,1.0,2.0,2.0,1.0,2.0,2.11,1.53,1.41,1
2024-09-01,F1,16:00,Angers,Nice,A,A,2024/2025,100.0,1.96,50.0,7,9,47.06,64.71,2.5,0.5,1.5,2.5,1.66,2.39,1.53,1.06,1
2024-09-14,F1,16:00,Marseille,Nice,H,H,2024/2025,66.67,1.9,50.0,5,4,64.71,64.71,1.67,2.0,1.67,1.0,2.0,2.0,1.53,2.41,0
2024-09-28,F1,16:00,Lens,Nice,D,D,2024/2025,50.0,1.94,0.0,7,4,35.29,64.71,1.25,0.67,1.25,0.0,1.79,2.16,1.53,1.12,0
2024-10-20,F1,16:00,Nantes,Nice,D,D,2024/2025,40.0,2.08,50.0,7,7,35.29,64.71,1.2,1.5,1.2,1.25,1.79,2.2,1.53,1.12,0
2024-11-02,F1,18:00,Brest,Nice,A,A,2024/2025,20.0,2.11,20.0,6,3,52.94,64.71,1.2,1.8,0.8,0.4,1.72,2.38,1.53,1.82,0
2024-12-01,F1,16:00,Lyon,Nice,H,H,2024/2025,20.0,1.89,60.0,8,7,64.71,64.71,0.6,2.2,1.4,1.2,2.65,1.56,1.53,2.18,1
2024-12-15,F1,14:00,Montpellier,Nice,D,A,2024/2025,40.0,1.75,100.0,8,6,70.59,64.71,1.0,1.4,1.4,2.6,2.5,1.73,1.53,1.0,1
2025-01-11,F1,18:00,Reims,Nice,A,A,2024/2025,60.0,2.09,40.0,3,10,35.29,64.71,1.8,0.8,1.8,1.8,2.01,1.94,1.53,1.0,1
2025-01-17,F1,20:05,Lille,Nice,H,A,2024/2025,80.0,1.98,40.0,4,3,58.82,64.71,1.8,1.6,2.0,0.8,1.93,2.04,1.53,1.82,1
2025-02-02,F1,14:00,Toulouse,Nice,D,A,2024/2025,80.0,1.82,60.0,4,3,47.06,64.71,1.8,1.4,2.2,1.2,1.97,1.99,1.53,1.18,0
2025-02-16,F1,16:15,Le Havre,Nice,A,A,2024/2025,80.0,1.84,60.0,4,3,70.59,64.71,2.2,0.4,1.6,2.0,2.21,1.83,1.53,0.88,1
2025-03-01,F1,16:00,St Etienne,Nice,A,D,2024/2025,80.0,2.08,60.0,3,9,52.94,64.71,2.4,1.6,1.4,2.0,2.43,1.68,1.53,1.41,1
2025-03-29,F1,20:05,Monaco,Nice,H,A,2024/2025,80.0,1.93,100.0,6,4,58.82,64.71,1.8,3.8,1.4,1.2,2.42,1.68,1.53,2.24,1
2025-04-12,F1,20:05,Strasbourg,Nice,D,A,2024/2025,80.0,1.83,60.0,4,6,70.59,64.71,2.0,2.0,1.4,1.0,2.13,1.83,1.53,1.94,1
2025-04-25,F1,19:45,Paris SG,Nice,A,D,2024/2025,100.0,1.83,80.0,13,3,76.47,64.71,2.4,2.2,1.4,1.2,3.05,1.45,1.53,2.65,1
2025-05-10,F1,20:00,Rennes,Nice,H,H,2024/2025,80.0,2.0,40.0,4,6,47.06,64.71,1.8,1.2,1.6,1.2,2.63,1.64,1.53,1.47,0
2022-08-06,F1,20:00,Clermont,Paris SG,A,A,2022/2023,100.0,1.94,100.0,1,12,47.37,73.68,5.0,0.0,0.0,5.0,3.0,1.47,0.79,1.05,1
2022-08-21,F1,19:45,Lille,Paris SG,A,A,2022/2023,100.0,1.92,100.0,10,9,68.42,73.68,6.0,2.5,0.5,4.0,2.93,1.49,0.79,2.11,1
2022-08-31,F1,20:00,Toulouse,Paris SG,A,A,2022/2023,100.0,1.9,66.67,7,13,47.37,73.68,5.0,1.0,0.33,2.0,4.4,1.27,0.79,1.42,1
2022-09-03,F1,20:00,Nantes,Paris SG,A,A,2022/2023,100.0,1.9,66.67,1,7,47.37,73.68,4.5,1.33,0.25,1.67,3.5,1.37,0.79,1.05,1
2022-09-18,F1,19:45,Lyon,Paris SG,A,A,2022/2023,80.0,1.84,80.0,3,8,57.89,73.68,3.8,2.6,0.2,0.8,3.62,1.36,0.79,1.84,0
2022-10-08,F1,20:00,Reims,Paris SG,D,D,2022/2023,60.0,2.0,40.0,4,3,52.63,73.68,2.8,0.8,0.2,1.8,2.72,1.6,0.79,1.47,0
